gene_id	C2-cTAL30-1.genes.results	U2-CCD30-2.genes.results	U4-CCD30-1.genes.results	C1-CCD30-1.genes.results	U1-cTAL30-1.genes.results
ENSRNOG00000055999_AABR07021080.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019458_Shpk	4.18	0.81	4.64	3.71	5.03
ENSRNOG00000051778_AABR07007978.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009887_Arih1	3.04	5.45	3.36	3.82	3.75
ENSRNOG00000054029_AABR07033540.1	0.00	0.24	0.00	0.00	0.00
ENSRNOG00000024197_AABR07049149.1	1.37	0.52	4.16	0.53	1.12
ENSRNOG00000006392_Xrcc6	24.82	7.76	27.17	26.91	19.53
ENSRNOG00000040357_Mir672	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054999_Hilpda	0.00	24.76	4.61	2.86	0.00
ENSRNOG00000019207_Shank1	0.03	0.04	0.01	0.02	0.02
ENSRNOG00000061360_U3	19.75	45.69	20.81	11.45	16.90
ENSRNOG00000058724_Thap6	5.65	2.45	3.86	4.70	4.71
ENSRNOG00000006789_Ddit3	99.82	221.38	100.22	89.06	63.68
ENSRNOG00000051537_AABR07006673.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000041468_Mir1188	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020354_Mrpl23	251.55	540.90	239.07	217.66	189.50
ENSRNOG00000051370_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016575_Tnfrsf1b	0.85	0.00	0.23	0.05	2.35
ENSRNOG00000048479_AABR07021840.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058184_AABR07037149.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051318_AC098008.3	0.36	0.14	0.00	0.00	0.00
ENSRNOG00000022607_AABR07038926.1	0.38	1.06	0.84	0.98	0.43
ENSRNOG00000019336_Gata3	0.43	55.98	91.48	80.37	0.34
ENSRNOG00000038489_Sumo3	91.86	65.86	187.64	119.19	72.27
ENSRNOG00000057411_U4	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003668_Olr1404	0.00	0.00	0.00	0.00	0.56
ENSRNOG00000054266_AABR07030108.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050657_Crlf3	1.24	0.44	2.84	3.21	1.10
ENSRNOG00000042266_NEWGENE_2324572	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054810_AABR07051567.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054915_AC129004.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042925_RGD1304554	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039500_Rnase13	0.00	0.00	0.00	0.88	0.43
ENSRNOG00000011268_Chd5	0.20	0.01	0.00	0.01	0.00
ENSRNOG00000055100_AABR07056887.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061823_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048199_Rps19l2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001284_Uncx	0.00	0.00	0.00	0.00	0.05
ENSRNOG00000016339_Uox	0.00	0.00	0.00	0.20	0.00
ENSRNOG00000026821_Arhgap42	1.88	0.29	0.82	1.51	1.13
ENSRNOG00000002470_Ifi47	6.23	16.03	48.74	20.59	14.11
ENSRNOG00000052869_Ccpg1os	39.94	65.76	38.12	37.30	36.55
ENSRNOG00000053527_AABR07034736.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028077_Cfap44	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052595_AABR07039139.2	1.31	0.00	0.00	0.53	0.00
ENSRNOG00000002002_Tmprss11b	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061366_AABR07037528.1	0.00	0.00	0.00	0.37	0.06
ENSRNOG00000059503_AABR07005596.1	0.05	0.00	0.00	0.05	0.00
ENSRNOG00000010169_Atpaf1	14.17	11.41	26.57	21.42	8.14
ENSRNOG00000054373_AABR07000484.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049577_AABR07017595.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009411_Chn2	0.18	0.96	0.45	2.08	0.86
ENSRNOG00000007484_Ehf	1.65	13.16	57.65	31.62	2.22
ENSRNOG00000053963_AABR07009927.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000038881_Hcls1	0.12	0.04	0.15	0.33	0.94
ENSRNOG00000008471_Kif21b	0.08	0.00	0.02	0.00	0.00
ENSRNOG00000013817_Wnt8b	0.06	0.00	0.00	0.00	0.00
ENSRNOG00000061815_AABR07047044.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014230_Map1a	0.26	0.02	0.17	0.47	0.12
ENSRNOG00000052948_AABR07049134.4	0.00	0.00	0.00	0.16	0.00
ENSRNOG00000046202_Metrnl	13.73	34.44	38.50	64.08	8.17
ENSRNOG00000015195_Hdhd3	18.91	8.32	8.19	10.34	27.19
ENSRNOG00000008336_Tnfrsf11b	0.93	0.27	0.05	0.10	1.11
ENSRNOG00000014692_Mogat1	0.40	0.00	0.08	0.00	0.00
ENSRNOG00000001817_Tm7sf3	2.76	1.42	3.89	9.03	1.34
ENSRNOG00000040303_Cebpzos	86.30	138.16	57.04	75.71	68.19
ENSRNOG00000057450_Mir196b-2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052368_Clcnka	21.02	0.51	2.57	3.68	16.78
ENSRNOG00000001573_Usp25	6.36	9.35	5.27	5.91	5.96
ENSRNOG00000057056_Rab5a	34.91	24.33	48.53	37.17	37.49
ENSRNOG00000001577_Hoxd3	0.03	1.34	6.66	10.41	0.00
ENSRNOG00000052918_AABR07035802.1	0.44	0.07	0.00	0.26	0.06
ENSRNOG00000014779_Pdcd4	58.34	45.21	246.33	113.36	53.42
ENSRNOG00000052049_SNORD116	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005800_Il1f10	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000022742_Zfp954	14.35	7.35	17.53	14.82	10.57
ENSRNOG00000005623_Ankmy2	76.51	22.31	76.04	68.43	68.20
ENSRNOG00000017998_S100z	2.46	0.00	0.00	0.00	0.00
ENSRNOG00000047546_Gas2l2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007237_Id2	147.79	639.40	345.07	343.03	148.85
ENSRNOG00000015339_Shoc2	18.09	5.19	25.07	18.94	17.80
ENSRNOG00000056851_AABR07041779.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000025220_Slc6a16	0.07	0.00	0.00	0.00	0.00
ENSRNOG00000005113_Nkx1-1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021274_Fermt1	1.89	4.26	4.09	3.82	0.44
ENSRNOG00000053905_AABR07063167.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000042985_Slc9b1	0.00	0.00	0.00	0.07	0.03
ENSRNOG00000006197_Calu	65.68	12.35	69.89	47.70	70.64
ENSRNOG00000002978_Faslg	0.21	0.00	0.23	0.10	0.09
ENSRNOG00000050165_AABR07069587.1	0.00	0.00	0.00	0.00	0.38
ENSRNOG00000048506_Inpp5b	19.31	2.89	11.66	8.19	23.18
ENSRNOG00000004068_Ncoa1	3.36	4.38	4.14	5.49	3.92
ENSRNOG00000005732_Tas2r13	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049067_Igip	0.00	0.00	0.00	18.53	0.00
ENSRNOG00000030424_Olr1350	0.00	0.00	0.00	0.10	0.00
ENSRNOG00000051920_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057452_AABR07027022.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007652_Il13	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000020659_Mrpl4	64.81	43.55	65.29	85.50	58.63
ENSRNOG00000052574_AABR07021955.1	9.15	0.08	8.85	7.28	8.39
ENSRNOG00000060914_Nudcd2	39.65	41.88	36.67	33.14	34.04
ENSRNOG00000005689_Yeats4	5.43	34.34	40.76	43.09	5.25
ENSRNOG00000024863_Fam76b	1.56	3.79	3.38	5.41	2.48
ENSRNOG00000037718_Cfap52	0.14	0.20	2.44	1.23	0.53
ENSRNOG00000010897_Nek6	1.41	0.66	1.41	2.70	0.96
ENSRNOG00000042030_Nlrp4a	0.02	0.00	0.00	0.07	0.03
ENSRNOG00000051113_AABR07038972.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039858_Mfsd12	0.04	0.04	0.28	0.13	0.00
ENSRNOG00000055372_AC106663.1	0.00	0.95	0.00	0.00	2.00
ENSRNOG00000046816_Olr747	0.00	0.10	0.00	0.00	0.00
ENSRNOG00000024061_Rarb	2.28	1.51	3.09	6.00	5.26
ENSRNOG00000058214_AC098462.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000049723_LOC102547963	0.05	0.00	0.00	0.00	0.00
ENSRNOG00000045713_Olr1142	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000005506_Arhgef5	2.97	0.46	3.29	3.64	3.55
ENSRNOG00000042222_RGD1563562	0.00	0.02	0.00	0.00	0.00
ENSRNOG00000060707_Atg2a	5.12	1.17	3.72	4.09	3.53
ENSRNOG00000036244_Mir494	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061694_AABR07019286.1	12.50	0.00	0.00	0.00	0.00
ENSRNOG00000034183_AABR07040266.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003122_Hdac8	12.56	1.68	12.49	10.22	11.08
ENSRNOG00000010587_Crnkl1	12.77	7.59	18.04	12.35	10.35
ENSRNOG00000060747_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000014183_Gnaq	3.31	0.06	2.49	4.00	2.39
ENSRNOG00000055735_LOC100911127	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047236_AABR07008066.2	18.48	0.00	0.00	0.00	0.00
ENSRNOG00000026794_AABR07030469.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008736_Slamf8	0.51	0.00	0.24	0.46	1.02
ENSRNOG00000002936_Golt1a	5.67	12.79	9.96	6.15	12.77
ENSRNOG00000002565_Taf1	2.96	1.02	3.10	4.06	2.96
ENSRNOG00000002950_Lyl1	0.00	0.00	0.00	0.00	0.15
ENSRNOG00000011171_Rims3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017941_Optn	31.91	6.06	18.66	13.55	27.29
ENSRNOG00000046836_AC133403.1	0.00	8.62	0.00	0.00	0.00
ENSRNOG00000053762_AC246523.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017095_LOC679881	1.81	0.24	2.37	2.15	1.73
ENSRNOG00000009605_Tfe3	4.85	0.28	10.45	5.66	4.36
ENSRNOG00000001892_Tbx1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003357_Col3a1	1.07	0.00	0.19	0.81	20.44
ENSRNOG00000058764_AABR07028039.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006104_Tg	0.02	0.00	0.05	0.08	0.01
ENSRNOG00000023850_Tbrg1	61.51	63.91	61.90	37.56	54.49
ENSRNOG00000012073_Abhd14b	301.83	203.07	187.60	191.54	266.95
ENSRNOG00000023407_LOC100910528	377.42	200.69	101.76	104.79	387.01
ENSRNOG00000011398_LOC103692719	10.17	1.49	7.75	9.82	6.12
ENSRNOG00000057966_Smim31	1.64	0.00	0.00	0.00	2.26
ENSRNOG00000019273_Capn7	3.04	5.75	9.31	13.54	3.64
ENSRNOG00000028909_AABR07006242.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000026969_RGD1564836	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054432_5_8S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006093_LRRTM1	0.05	0.15	0.07	0.34	0.00
ENSRNOG00000060150_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028255_Usp36	4.65	0.50	2.16	2.04	3.90
ENSRNOG00000061777_AABR07024203.3	0.01	0.00	0.00	0.00	0.02
ENSRNOG00000016372_Slc12a7	6.28	1.51	3.31	3.31	8.17
ENSRNOG00000060779_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054870_AABR07059875.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054887_AC113756.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060212_AABR07045416.1	0.00	0.00	0.00	0.14	0.00
ENSRNOG00000050164_Olr130	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002979_Tbx19	1.44	0.69	0.38	0.24	1.49
ENSRNOG00000051424_AC240877.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003086_Cenpv	0.82	1.95	0.89	2.04	0.96
ENSRNOG00000057672_AC118802.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052271_AABR07041794.1	0.16	0.15	0.07	0.31	0.07
ENSRNOG00000058712_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009595_Zbtb48	6.74	2.44	8.02	7.72	4.07
ENSRNOG00000010986_Cmtm7	1.23	3.91	3.75	6.32	1.02
ENSRNOG00000055879_LOC108351450	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003643_Tab3	2.20	0.00	1.81	1.58	0.68
ENSRNOG00000019169_RGD1562218	13.80	8.82	19.57	13.05	10.60
ENSRNOG00000024239_Fam89b	1.81	14.47	23.59	37.83	3.56
ENSRNOG00000057397_AABR07071701.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000017932_St3gal2	0.94	0.03	0.24	0.71	1.38
ENSRNOG00000035529_Mir135a	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054251_Clec7a	5.95	0.89	1.87	0.64	10.23
ENSRNOG00000019272_Gkap1	5.34	5.06	2.87	2.62	5.15
ENSRNOG00000020995_Fut1	0.00	0.00	0.10	0.76	0.02
ENSRNOG00000055715_AC094126.1	0.06	0.02	0.03	0.03	0.00
ENSRNOG00000007000_Grhl2	4.25	1.28	6.94	6.01	3.26
ENSRNOG00000058265_AABR07063272.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054459_Mboat7	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006999_Wdr78	5.97	1.31	5.43	3.25	4.97
ENSRNOG00000048794_LOC100912348	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056570_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048231_Tmem235	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060570_AABR07061187.1	0.00	8.45	0.00	10.41	0.00
ENSRNOG00000006874_Opn1sw	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054196_AABR07048228.1	0.26	0.16	0.06	0.37	0.01
ENSRNOG00000029824_AC123185.1	1.53	0.43	0.00	0.00	0.00
ENSRNOG00000000809_Atat1	15.40	26.46	38.67	54.13	10.03
ENSRNOG00000016245_Neto2	3.65	0.10	1.73	0.75	1.31
ENSRNOG00000056411_Hist1h2an	0.00	3.47	3.97	4.74	0.00
ENSRNOG00000003891_Dio2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000012142_Glyat	198.73	19.88	18.73	37.90	298.72
ENSRNOG00000060912_Qars1	36.50	16.95	32.98	35.75	34.23
ENSRNOG00000056755_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007886_Orm1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000006913_Rpain	46.39	57.20	33.20	40.75	49.38
ENSRNOG00000034316_5S_rRNA	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058460_AABR07051551.2	0.00	0.00	0.00	0.00	6.37
ENSRNOG00000059268_Ppp1r10	6.14	0.50	6.61	6.33	7.78
ENSRNOG00000009090_Dad1	488.83	1235.54	489.04	498.70	452.39
ENSRNOG00000008984_Irak1bp1	12.74	34.79	21.68	21.69	15.59
ENSRNOG00000061103_AABR07061279.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016149_Hoxc10	10.39	0.00	0.08	0.50	9.96
ENSRNOG00000059655_RGD1564855	1.24	0.14	0.33	0.96	0.60
ENSRNOG00000030045_AABR07068327.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004473_Ppargc1a	108.54	7.31	70.07	58.61	93.33
ENSRNOG00000051308_AABR07038702.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000021420_Tirap	3.29	1.65	6.05	5.17	2.47
ENSRNOG00000040121_AABR07028999.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056384_AABR07026612.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051951_AABR07034592.1	0.01	0.03	0.00	0.04	0.01
ENSRNOG00000033910_Tmprss11c	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054182_AABR07070816.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000036622_Glyatl1	3.66	0.00	0.24	1.03	2.44
ENSRNOG00000021731_LOC103689949	4.21	0.45	4.43	3.24	3.83
ENSRNOG00000013673_Msh3	2.29	1.39	3.23	3.11	1.64
ENSRNOG00000046261_Acp5	108.51	186.08	223.82	185.14	131.25
ENSRNOG00000062173_AABR07013747.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059337_Olr795	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000003187_Armcx5	4.97	1.72	5.75	2.82	5.28
ENSRNOG00000061294_LOC100909833	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057507_Olr1546	0.06	0.00	0.00	0.00	0.00
ENSRNOG00000053908_AABR07036407.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059551_RGD1560718	0.42	0.62	0.82	1.74	0.54
ENSRNOG00000022476_Satl1	0.00	0.34	0.00	0.22	0.07
ENSRNOG00000056139_AABR07016621.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000007611_Hoxb7	31.09	131.99	117.72	90.32	23.40
ENSRNOG00000058010_AABR07026004.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018107_Zfand5	13.78	39.00	15.03	22.73	12.86
ENSRNOG00000056523_U1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058696_AABR07013701.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050643_AABR07028492.11	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000059202_AABR07021988.1	5.71	2.83	9.06	9.88	7.72
ENSRNOG00000058915_AABR07064747.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056904_Gtf3c2	18.61	8.02	21.52	19.97	19.99
ENSRNOG00000013963_Il6st	12.61	4.67	14.27	12.69	15.92
ENSRNOG00000054117_AABR07047531.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019341_Tmem179b	40.99	207.32	104.49	92.81	23.80
ENSRNOG00000014518_Adam28	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046874_Snx9	2.03	0.44	7.71	9.20	3.29
ENSRNOG00000047710_Olr962	0.11	0.00	0.00	0.00	0.19
ENSRNOG00000025689_Abhd1	6.61	5.92	5.73	7.63	7.99
ENSRNOG00000056413_Spata31d3	0.46	0.53	0.00	1.06	0.04
ENSRNOG00000054647_AC240852.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060954_AABR07069336.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000378_AABR07044914.1	0.00	0.10	0.14	0.00	0.18
ENSRNOG00000054598_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000008939_Nxph1	0.00	0.00	0.00	0.00	0.76
ENSRNOG00000004940_Rnf215	1.60	1.98	6.91	12.40	3.44
ENSRNOG00000000723_RT1-CE5	29.43	25.65	94.59	65.45	19.38
ENSRNOG00000058621_AABR07044712.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046937_Zfp74	1.57	0.45	0.87	0.56	0.93
ENSRNOG00000058959_AABR07022072.2	0.98	0.00	0.00	0.37	0.16
ENSRNOG00000033503_Ldlrad2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053616_AABR07043928.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061161_U2	16.53	0.00	0.00	17.22	0.00
ENSRNOG00000054139_LOC100911132	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009548_Fpgt	23.01	5.99	18.30	15.04	21.76
ENSRNOG00000049423_AABR07054319.2	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009222_Epha2	0.68	0.50	2.12	1.38	2.40
ENSRNOG00000025388_Mrpl33	151.48	318.08	153.55	71.13	164.78
ENSRNOG00000057276_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016894_Dnd1	0.23	0.05	0.00	0.00	0.00
ENSRNOG00000055513_AABR07061385.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051155_AC133673.1	0.97	0.40	0.87	3.71	0.00
ENSRNOG00000013097_LOC691485	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000018689_RGD1305464	0.91	1.90	0.79	2.48	1.62
ENSRNOG00000059395_AABR07024399.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000054377_AABR07049753.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000010518_Cer1	0.10	0.00	0.00	0.00	0.00
ENSRNOG00000052792_AABR07028094.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000004084_Lratd1	12.31	8.73	31.43	24.83	15.58
ENSRNOG00000048817_Gspt2	0.34	0.58	2.06	1.10	0.03
ENSRNOG00000001852_Ergic2	115.91	166.68	137.53	108.17	108.74
ENSRNOG00000005504_Pkp4	30.67	5.70	4.98	8.89	37.20
ENSRNOG00000053554_AC242583.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000001369_Oas1a	1.41	0.90	3.00	2.15	5.44
ENSRNOG00000057884_AABR07052573.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000039076_Spaca6	1.39	0.24	2.10	0.77	1.45
ENSRNOG00000020477_AABR07005533.1	3.37	1.24	3.14	2.37	2.92
ENSRNOG00000014603_Sgcg	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000011167_Wdhd1	1.34	0.44	1.30	1.27	1.46
ENSRNOG00000048194_LOC100912380	3.50	4.45	6.75	6.06	3.94
ENSRNOG00000059708_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046886_Olr1553	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000033665_Mrgprx2	0.31	0.57	0.00	0.15	0.08
ENSRNOG00000056297_Fmnl3	0.85	0.05	1.26	1.82	1.01
ENSRNOG00000042603_Ttc39b	11.58	3.22	5.98	4.53	8.58
ENSRNOG00000047427_Cdan1	0.00	0.00	0.11	0.34	0.08
ENSRNOG00000021233_Itpa	90.65	131.21	100.13	83.11	71.27
ENSRNOG00000055393_AABR07017208.1	0.00	0.07	0.00	0.00	0.00
ENSRNOG00000055721_Rnf128	67.64	81.24	119.47	121.49	58.79
ENSRNOG00000006285_Tlk2	3.79	4.90	5.72	5.14	3.02
ENSRNOG00000058952_AABR07037896.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060262_Prps1	47.63	11.89	39.49	35.57	38.67
ENSRNOG00000047104_Hells	0.83	0.00	1.41	2.59	0.25
ENSRNOG00000062086_AABR07006627.3	0.00	0.00	0.00	0.00	0.67
ENSRNOG00000045654_LOC108348108	5.00	0.00	63.36	15.05	3.26
ENSRNOG00000004703_Muc15	0.00	0.00	0.53	0.34	0.00
ENSRNOG00000007418_Ipo9	11.68	1.26	21.29	13.42	11.73
ENSRNOG00000057753_Nup62cl	0.42	0.00	0.25	0.14	0.00
ENSRNOG00000043212_Dip2a	2.03	0.00	0.92	0.81	1.56
ENSRNOG00000015585_Suv39h2	0.02	0.17	0.17	0.55	0.04
ENSRNOG00000005101_Mia2	43.94	13.66	54.49	48.88	44.07
ENSRNOG00000057137_AABR07005752.1	0.04	0.00	0.00	0.08	0.07
ENSRNOG00000022536_Efcab5	0.04	0.17	0.46	0.43	0.30
ENSRNOG00000054448_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060809_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058589_AABR07046778.1	13.23	0.00	0.00	0.00	0.00
ENSRNOG00000055323_AABR07063421.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000051688_Syt15	0.00	0.00	0.06	0.04	0.05
ENSRNOG00000052363_SNORD24	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000061616_AABR07026361.3	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009068_Phlda3	0.00	0.00	0.33	0.43	0.00
ENSRNOG00000014051_Pgrmc2	3.53	16.14	18.42	29.72	3.49
ENSRNOG00000061796_AABR07016947.2	0.00	0.40	0.08	0.00	0.00
ENSRNOG00000057815_Ccdc191	2.41	2.63	3.23	2.34	2.76
ENSRNOG00000020407_Atcay	0.04	0.02	0.02	0.08	0.00
ENSRNOG00000049065_AABR07017735.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000046720_AABR07024442.1	0.41	0.00	0.00	0.00	0.00
ENSRNOG00000002378_Bpnt1	129.03	61.52	118.52	92.50	102.64
ENSRNOG00000048776_AABR07047094.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000060473_AC098942.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000057581_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000055955_SNORA73	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000019583_Olr223	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016254_Sema4c	0.10	0.05	0.59	0.25	0.45
ENSRNOG00000052418_Cpsf3	45.65	12.67	50.88	43.69	46.92
ENSRNOG00000015255_Haus3	4.29	0.52	5.50	4.46	5.11
ENSRNOG00000059755_U6	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000002828_Tob1	4.67	18.34	6.64	8.66	4.72
ENSRNOG00000018227_Mfsd14b	5.95	8.50	15.84	26.81	6.73
ENSRNOG00000010350_Rcan2	14.83	71.70	199.25	191.76	10.59
ENSRNOG00000014347_Slc4a2	8.25	1.12	6.81	5.55	8.05
ENSRNOG00000047968_AABR07063287.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000056931_AABR07063995.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000023941_Fam178b	0.05	0.56	0.04	0.00	0.00
ENSRNOG00000055793_AABR07033287.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000048264_H4f3	8.05	9.67	10.83	19.61	6.86
ENSRNOG00000061331_LOC100910010	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000081_Antxr2	0.59	0.00	0.11	0.12	1.34
ENSRNOG00000060385_AC103129.5	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000000999_Smurf1	0.58	0.27	0.90	1.30	0.74
ENSRNOG00000058051_AABR07068420.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000053959_U3	25.32	0.00	74.70	0.00	57.99
ENSRNOG00000048062_AABR07065815.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000028202_AABR07038676.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000016536_Pdik1l	4.61	0.31	3.63	3.47	4.53
ENSRNOG00000005730_Pcmtd1	106.90	38.64	95.16	79.01	118.63
ENSRNOG00000032924_AABR07064753.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000058638_7SK	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000052015_AABR07042937.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000009326_Smcp	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000050329_AABR07065013.1	0.00	0.00	0.00	0.00	0.00
ENSRNOG00000047839_RGD1561699	0.00	0.11	0.00	0.00	0.00
